,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_NHKから自国民を守る党,得票数_さいたま未来,得票数_しょぼい政党,得票数_はにゅう市民ネットワーク,得票数_みんなの党,得票数_よしかわ市民ネットワーク,得票数_オリーブの木,得票数_スーパークレイジー君党,得票数_チームはんのう,得票数_テレビ改革党,得票数_ネクスト草加,得票数_ネットワーク三芳,得票数_人生ひゃくねん党,得票数_住民自治を進める街づくり会議,得票数_公募型競争入札を促進する会,得票数_公明党,得票数_創健の会,得票数_創建の会,得票数_国民会議,得票数_国民民主党,得票数_地域政党蓮田から変える会,得票数_富士見市民ネットワーク,得票数_少子化対策党,得票数_市民ネットワーク・かわぐち,得票数_市民ネットワーク所沢,得票数_市民ネットワーク鶴ヶ島,得票数_平和の党,得票数_平成改新,得票数_幸福実現党,得票数_愛煙党,得票数_新党・市民の力,得票数_新党市民の力,得票数_新社会党,得票数_日本を元気にする会,得票数_日本共産党,得票数_日本創新党,得票数_日本労働党,得票数_日本維新の会,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_生き活きネットワーク鴻巣／吹上,得票数_生活者ネットワーク さいたま市,得票数_生活者ネットワークさいたま市,得票数_社会民主党,得票数_税金のムダづかいをなくす党,得票数_立憲民主党,得票数_維新の党,得票数_自由党,得票数_自由大丈夫党,得票数_自由民主党,得票数_見沼区の未来を創る会,得票数_議席を減らします党,得票数_越谷市民ネットワーク,得票数_青年自由,得票数_青年自由党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_NHKから自国民を守る党,得票率_さいたま未来,得票率_しょぼい政党,得票率_はにゅう市民ネットワーク,得票率_みんなの党,得票率_よしかわ市民ネットワーク,得票率_オリーブの木,得票率_スーパークレイジー君党,得票率_チームはんのう,得票率_テレビ改革党,得票率_ネクスト草加,得票率_ネットワーク三芳,得票率_人生ひゃくねん党,得票率_住民自治を進める街づくり会議,得票率_公募型競争入札を促進する会,得票率_公明党,得票率_創健の会,得票率_創建の会,得票率_国民会議,得票率_国民民主党,得票率_地域政党蓮田から変える会,得票率_富士見市民ネットワーク,得票率_少子化対策党,得票率_市民ネットワーク・かわぐち,得票率_市民ネットワーク所沢,得票率_市民ネットワーク鶴ヶ島,得票率_平和の党,得票率_平成改新,得票率_幸福実現党,得票率_愛煙党,得票率_新党・市民の力,得票率_新党市民の力,得票率_新社会党,得票率_日本を元気にする会,得票率_日本共産党,得票率_日本創新党,得票率_日本労働党,得票率_日本維新の会,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_生き活きネットワーク鴻巣／吹上,得票率_生活者ネットワーク さいたま市,得票率_生活者ネットワークさいたま市,得票率_社会民主党,得票率_税金のムダづかいをなくす党,得票率_立憲民主党,得票率_維新の党,得票率_自由党,得票率_自由大丈夫党,得票率_自由民主党,得票率_見沼区の未来を創る会,得票率_議席を減らします党,得票率_越谷市民ネットワーク,得票率_青年自由,得票率_青年自由党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_NHKから自国民を守る党,一人あたり得票率_さいたま未来,一人あたり得票率_しょぼい政党,一人あたり得票率_はにゅう市民ネットワーク,一人あたり得票率_みんなの党,一人あたり得票率_よしかわ市民ネットワーク,一人あたり得票率_オリーブの木,一人あたり得票率_スーパークレイジー君党,一人あたり得票率_チームはんのう,一人あたり得票率_テレビ改革党,一人あたり得票率_ネクスト草加,一人あたり得票率_ネットワーク三芳,一人あたり得票率_人生ひゃくねん党,一人あたり得票率_住民自治を進める街づくり会議,一人あたり得票率_公募型競争入札を促進する会,一人あたり得票率_公明党,一人あたり得票率_創健の会,一人あたり得票率_創建の会,一人あたり得票率_国民会議,一人あたり得票率_国民民主党,一人あたり得票率_地域政党蓮田から変える会,一人あたり得票率_富士見市民ネットワーク,一人あたり得票率_少子化対策党,一人あたり得票率_市民ネットワーク・かわぐち,一人あたり得票率_市民ネットワーク所沢,一人あたり得票率_市民ネットワーク鶴ヶ島,一人あたり得票率_平和の党,一人あたり得票率_平成改新,一人あたり得票率_幸福実現党,一人あたり得票率_愛煙党,一人あたり得票率_新党・市民の力,一人あたり得票率_新党市民の力,一人あたり得票率_新社会党,一人あたり得票率_日本を元気にする会,一人あたり得票率_日本共産党,一人あたり得票率_日本創新党,一人あたり得票率_日本労働党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_生き活きネットワーク鴻巣／吹上,一人あたり得票率_生活者ネットワーク さいたま市,一人あたり得票率_生活者ネットワークさいたま市,一人あたり得票率_社会民主党,一人あたり得票率_税金のムダづかいをなくす党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由党,一人あたり得票率_自由大丈夫党,一人あたり得票率_自由民主党,一人あたり得票率_見沼区の未来を創る会,一人あたり得票率_議席を減らします党,一人あたり得票率_越谷市民ネットワーク,一人あたり得票率_青年自由,一人あたり得票率_青年自由党,立候補者数_NHKから国民を守る党,立候補者数_NHKから自国民を守る党,立候補者数_さいたま未来,立候補者数_しょぼい政党,立候補者数_はにゅう市民ネットワーク,立候補者数_みんなの党,立候補者数_よしかわ市民ネットワーク,立候補者数_オリーブの木,立候補者数_スーパークレイジー君党,立候補者数_チームはんのう,立候補者数_テレビ改革党,立候補者数_ネクスト草加,立候補者数_ネットワーク三芳,立候補者数_人生ひゃくねん党,立候補者数_住民自治を進める街づくり会議,立候補者数_公募型競争入札を促進する会,立候補者数_公明党,立候補者数_創健の会,立候補者数_創建の会,立候補者数_国民会議,立候補者数_国民民主党,立候補者数_地域政党蓮田から変える会,立候補者数_富士見市民ネットワーク,立候補者数_少子化対策党,立候補者数_市民ネットワーク・かわぐち,立候補者数_市民ネットワーク所沢,立候補者数_市民ネットワーク鶴ヶ島,立候補者数_平和の党,立候補者数_平成改新,立候補者数_幸福実現党,立候補者数_愛煙党,立候補者数_新党・市民の力,立候補者数_新党市民の力,立候補者数_新社会党,立候補者数_日本を元気にする会,立候補者数_日本共産党,立候補者数_日本創新党,立候補者数_日本労働党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_生き活きネットワーク鴻巣／吹上,立候補者数_生活者ネットワーク さいたま市,立候補者数_生活者ネットワークさいたま市,立候補者数_社会民主党,立候補者数_税金のムダづかいをなくす党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由党,立候補者数_自由大丈夫党,立候補者数_自由民主党,立候補者数_見沼区の未来を創る会,立候補者数_議席を減らします党,立候補者数_越谷市民ネットワーク,立候補者数_青年自由,立候補者数_青年自由党,当選者数_NHKから国民を守る党,当選者数_NHKから自国民を守る党,当選者数_さいたま未来,当選者数_しょぼい政党,当選者数_はにゅう市民ネットワーク,当選者数_みんなの党,当選者数_よしかわ市民ネットワーク,当選者数_オリーブの木,当選者数_スーパークレイジー君党,当選者数_チームはんのう,当選者数_テレビ改革党,当選者数_ネクスト草加,当選者数_ネットワーク三芳,当選者数_人生ひゃくねん党,当選者数_住民自治を進める街づくり会議,当選者数_公募型競争入札を促進する会,当選者数_公明党,当選者数_創健の会,当選者数_創建の会,当選者数_国民会議,当選者数_国民民主党,当選者数_地域政党蓮田から変える会,当選者数_富士見市民ネットワーク,当選者数_少子化対策党,当選者数_市民ネットワーク・かわぐち,当選者数_市民ネットワーク所沢,当選者数_市民ネットワーク鶴ヶ島,当選者数_平和の党,当選者数_平成改新,当選者数_幸福実現党,当選者数_愛煙党,当選者数_新党・市民の力,当選者数_新党市民の力,当選者数_新社会党,当選者数_日本を元気にする会,当選者数_日本共産党,当選者数_日本創新党,当選者数_日本労働党,当選者数_日本維新の会,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_生き活きネットワーク鴻巣／吹上,当選者数_生活者ネットワーク さいたま市,当選者数_生活者ネットワークさいたま市,当選者数_社会民主党,当選者数_税金のムダづかいをなくす党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由党,当選者数_自由大丈夫党,当選者数_自由民主党,当選者数_見沼区の未来を創る会,当選者数_議席を減らします党,当選者数_越谷市民ネットワーク,当選者数_青年自由,当選者数_青年自由党
久喜市議会議員選挙（2018年04月22日投票）,久喜市議会議員選挙,埼玉県,久喜市,20180422.0,2018.0,4.0,22.0,20180415.0,50.02,27.0,31.0,1.148148148148148,128490.0,,,,任期満了,52.58,,,,久喜市議会議員選挙（2018年04月22日投票）,1.0,31.0,27.0,1.1481481481481481,0.0,0.0,0.0,0.2903225806451613,0.2962962962962963,0.7419354838709677,0.16129032258064516,0.0967741935483871,0.8148148148148148,0.07407407407407407,0.1111111111111111,0.7551028578662532,0.16745308098870143,0.07744406114504541,0.03283055903766318,0.03349061619774028,0.02581468704834847,63194.0,5.0,55.483870967741936,12.958671197663639,25.0,49.0,56.0,66.5,74.0,57.111111111111114,12.746338133066656,25.0,50.5,57.0,68.5,74.0,,,,,,,,,,,,,,,,,9638.43,,,,,,,,,,,,,,,,,,,7395.0,,,,,,,41967.03,,,,1749.0,,,,,,2444.54,,,,,,63194.0,,,,,,,,,,,,,,,,,0.15252128366617085,,,,,,,,,,,,,,,,,,,0.11702060322182485,,,,,,,0.664098332120138,,,,0.027676678165648637,,,,,,0.03868310282621768,,,,,,1.0,,,,,,,,,,,,,,,,,0.030504256733234168,,,,,,,,,,,,,,,,,,,0.029255150805456213,,,,,,,0.0332049166060069,,,,0.027676678165648637,,,,,,0.03868310282621768,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,20.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,16.0,,,,1.0,,,,,,1.0,,,,,
伊奈町議会議員補欠選挙（2012年04月22日投票）,伊奈町議会議員補欠選挙,埼玉県,伊奈町,20120422.0,2012.0,4.0,22.0,20120417.0,34.81,1.0,2.0,2.0,32868.0,,,,その他,,,,,伊奈町議会議員補欠選挙（2012年04月22日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,10065.0,1.0,49.0,12.0,37.0,43.0,49.0,55.0,61.0,37.0,0.0,37.0,37.0,37.0,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10065.0,,,,,,,,,,,,,,,,10065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
伊奈町議会議員選挙（2003年04月27日投票）,伊奈町議会議員選挙,埼玉県,伊奈町,20030427.0,2003.0,4.0,27.0,20030422.0,54.78,20.0,24.0,1.2,26831.0,,,,その他,,,,,伊奈町議会議員選挙（2003年04月27日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.125,0.15,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.041666666666666664,,,14473.0,4.0,58.166666666666664,9.423669962151452,27.0,54.75,59.0,63.25,76.0,57.05,9.254593454063771,27.0,54.75,58.5,62.25,71.0,,,,,,,,,,,,,,,,,2518.0,,,,,,,,,,,,,,,,,,,1449.0,,,,1338.0,,,9168.0,,,,,,,,,,,,,,,,14473.0,,,,,,,,,,,,,,,,,0.17397913355904096,,,,,,,,,,,,,,,,,,,0.10011746009811373,,,,0.09244800663304084,,,0.6334553997098045,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.05799304451968032,,,,,,,,,,,,,,,,,,,0.050058730049056865,,,,0.04622400331652042,,,0.037262082335870854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,13.0,,,,,,,,,,,,,,,
伊奈町議会議員選挙（2007年04月22日投票）,伊奈町議会議員選挙,埼玉県,伊奈町,20070422.0,2007.0,4.0,22.0,20070417.0,50.16,16.0,18.0,1.125,29849.0,,,3018.0,任期満了,54.78,,,,伊奈町議会議員選挙（2007年04月22日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.8888888888888888,0.1111111111111111,0.0,0.875,0.125,0.0,0.8832022776572668,0.1167977223427332,,0.055200142353579174,0.0583988611713666,,14751.999999999998,4.0,60.111111111111114,8.68516544260569,31.0,58.25,62.0,65.75,71.0,59.0,8.558621384311845,31.0,57.5,60.5,64.25,68.0,,,,,,,,,,,,,,,,,2901.0,,,,,,,,,,,,,,,,,,,2134.0,,,,2098.0,,,7619.0,,,,,,,,,,,,,,,,14752.0,,,,,,,,,,,,,,,,,0.19665130151843818,,,,,,,,,,,,,,,,,,,0.14465835140997832,,,,0.1422180043383948,,,0.5164723427331888,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0655504338394794,,,,,,,,,,,,,,,,,,,0.07232917570498916,,,,0.0711090021691974,,,0.046952031157562614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,9.0,,,,,,,,,,,,,,,
伊奈町議会議員選挙（2011年04月24日投票）,伊奈町議会議員選挙,埼玉県,伊奈町,20110424.0,2011.0,4.0,24.0,20110419.0,40.45,16.0,17.0,1.0625,32638.0,,,2789.0,任期満了,50.16,,,,伊奈町議会議員選挙（2011年04月24日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.6875,0.3125,0.0,0.701738260200154,0.2645881447267129,0.03367359507313318,0.06379438729092309,0.052917628945342576,0.03367359507313318,12990.0,5.0,,,,,,,,,,,,,,,,,,,,561.0,,,,,,,,,,,2593.0,,,,,,,,,,,,,,,,,,,2298.0,,,,1251.0,,,6287.0,,,,,,,,,,,,,,,,12990.0,,,,,,0.043187066974595845,,,,,,,,,,,0.1996150885296382,,,,,,,,,,,,,,,,,,,0.176905311778291,,,,0.09630484988452656,,,0.4839876828329484,,,,,,,,,,,,,,,,1.0,,,,,,0.043187066974595845,,,,,,,,,,,0.06653836284321273,,,,,,,,,,,,,,,,,,,0.0884526558891455,,,,0.09630484988452656,,,0.04839876828329484,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,9.0,,,,,,,,,,,,,,,
伊奈町議会議員選挙（2015年04月26日投票）,伊奈町議会議員選挙,埼玉県,伊奈町,20150426.0,2015.0,4.0,26.0,20150421.0,39.05,16.0,19.0,1.1875,,,,,任期満了,40.45,,,,伊奈町議会議員選挙（2015年04月26日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.21052631578947367,0.25,0.6842105263157895,0.3157894736842105,0.0,0.75,0.25,0.0,0.7229186010523058,0.27708139894769424,,0.05560912315786967,0.04618023315794904,,12924.0,4.0,59.26315789473684,10.135098500096,39.0,55.5,62.0,64.5,75.0,59.3125,10.924277722119664,39.0,53.75,62.0,65.5,75.0,,,,,,,,,,,,,,,,,2481.43,,,,,,,,,,,,,,,,,,,2872.0,,,,1213.0,,,6357.57,,,,,,,,,,,,,,,,12924.0,,,,,,,,,,,,,,,,,0.19200170225936242,,,,,,,,,,,,,,,,,,,0.2222222222222222,,,,0.09385639121015166,,,0.49191968430826366,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.06400056741978748,,,,,,,,,,,,,,,,,,,0.07407407407407407,,,,0.09385639121015166,,,0.04099330702568864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,9.0,,,,,,,,,,,,,,,
伊奈町議会議員選挙（2019年04月21日投票）,伊奈町議会議員選挙,埼玉県,伊奈町,20190421.0,2019.0,4.0,21.0,20190416.0,39.12,16.0,20.0,1.25,35580.0,,,,任期満了,39.05,,,,伊奈町議会議員選挙（2019年04月21日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.15,0.1875,,,,,,,,,,,,,13722.998,6.0,61.55,11.355505272774083,43.0,50.5,65.5,69.5,78.0,61.4375,11.916211384076735,43.0,50.5,63.0,72.0,78.0,,,,,,,,,,,,,,,,,2075.532,,,,,,,,,,,,,393.0,,,,,,2162.3469999999998,,,,,,,7037.467000000001,,,,,,1020.0,,,,1034.652,,,,,,13722.998000000001,,,,,,,,,,,,,,,,,0.15124479359393625,,,,,,,,,,,,,0.028638057077615253,,,,,,0.15757103513386794,,,,,,,0.5128228540148443,,,,,,0.07432778172816172,,,,0.0753954784515745,,,,,,1.0,,,,,,,,,,,,,,,,,0.07562239679696812,,,,,,,,,,,,,0.028638057077615253,,,,,,0.05252367837795598,,,,,,,0.04273523783457036,,,,,,0.07432778172816172,,,,0.0753954784515745,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,12.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,8.0,,,,,,1.0,,,,1.0,,,,,
入間市議会議員選挙（2001年03月18日投票）,入間市議会議員選挙,埼玉県,入間市,20010318.0,2001.0,3.0,18.0,20010311.0,51.8,28.0,32.0,1.1428571428571428,112890.0,,,,任期満了,,,,,入間市議会議員選挙（2001年03月18日投票）,1.0,32.0,28.0,1.1428571428571428,0.0,0.0,0.0,0.15625,0.17857142857142858,0.78125,0.1875,0.03125,0.8928571428571429,0.10714285714285714,0.0,0.8371497331320655,0.1449223623094533,0.017927904558481225,0.03348598932528262,0.02415372705157555,0.017927904558481225,57787.01,3.0,55.53125,7.741868213648434,39.0,52.25,55.0,60.25,71.0,55.607142857142854,7.489703816928017,39.0,52.25,55.0,60.25,71.0,,,,,,,,,,,,,,,,,11441.0,,,,,,,,,,,,,,,,,,,7715.0599999999995,,,,,,,38630.950000000004,,,,,,,,,,,,,,,,57787.01,,,,,,,,,,,,,,,,,0.1979856718663935,,,,,,,,,,,,,,,,,,,0.1335085514893399,,,,,,,0.6685057766442667,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0395971343732787,,,,,,,,,,,,,,,,,,,0.033377137872334976,,,,,,,0.029065468549750725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,19.0,,,,,,,,,,,,,,,
入間市議会議員選挙（2005年03月13日投票）,入間市議会議員選挙,埼玉県,入間市,20050313.0,2005.0,3.0,13.0,20050306.0,44.81,24.0,30.0,1.25,117427.0,,,4537.0,任期満了,51.8,,,,入間市議会議員選挙（2005年03月13日投票）,1.0,30.0,24.0,1.25,0.0,0.0,0.0,0.23333333333333334,0.25,0.5333333333333333,0.43333333333333335,0.03333333333333333,0.625,0.3333333333333333,0.041666666666666664,0.5691351050133548,0.3903583712841798,0.040506523702465366,0.03557094406333468,0.030027567021859984,0.040506523702465366,52041.0,4.0,51.93333333333333,11.433673464328464,28.0,43.75,55.5,59.0,70.0,53.333333333333336,10.749676997731399,28.0,47.75,57.0,60.0,70.0,,,,,,,,,,,,,,,,,9194.0,,,,,,,,,,,,,,,,,,,6837.85,,,,3748.09,,,32261.059999999998,,,,,,,,,,,,,,,,52041.0,,,,,,,,,,,,,,,,,0.1766683960723276,,,,,,,,,,,,,,,,,,,0.1313935166503334,,,,0.07202186737380142,,,0.6199162199035375,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.05888946535744253,,,,,,,,,,,,,,,,,,,0.03284837916258335,,,,0.03601093368690071,,,0.029519819995406548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,,,15.0,,,,,,,,,,,,,,,
入間市議会議員選挙（2009年03月15日投票）,入間市議会議員選挙,埼玉県,入間市,20090315.0,2009.0,3.0,15.0,20090308.0,44.92,22.0,29.0,1.318181818181818,119397.0,,,1970.0,任期満了,44.81,,,,入間市議会議員選挙（2009年03月15日投票）,1.0,29.0,22.0,1.3181818181818181,0.0,0.0,0.0,0.20689655172413793,0.2727272727272727,0.5172413793103449,0.41379310344827586,0.06896551724137931,0.6818181818181818,0.22727272727272727,0.09090909090909091,0.6207491786447058,0.29791226640866697,0.08133855494662723,0.04138327857631372,0.024826022200722248,0.040669277473313614,53012.990000000005,4.0,55.86206896551724,10.556005442012403,32.0,49.0,57.0,63.0,74.0,54.90909090909091,10.744593104987063,32.0,46.75,55.5,62.0,74.0,,,,,,,,,,,,,,,,,10742.0,,,,,,,,,,,,,,,,,,,7613.0,,,,5170.780000000001,,,29487.21,,,,,,,,,,,,,,,,53012.99,,,,,,,,,,,,,,,,,0.20262958191945032,,,,,,,,,,,,,,,,,,,0.14360631233967375,,,,0.0975379807854641,,,0.5562261249554119,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.05065739547986258,,,,,,,,,,,,,,,,,,,0.03590157808491844,,,,0.04876899039273205,,,0.029275059208179573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,,,12.0,,,,,,,,,,,,,,,
入間市議会議員選挙（2013年03月17日投票）,入間市議会議員選挙,埼玉県,入間市,20130317.0,2013.0,3.0,17.0,20130310.0,40.86,22.0,25.0,1.1363636363636365,120546.0,,,1149.0,任期満了,44.92,,,,入間市議会議員選挙（2013年03月17日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.2,0.22727272727272727,0.68,0.28,0.04,0.7272727272727273,0.22727272727272727,0.045454545454545456,0.742183960126869,0.2286732298059892,0.029142810067141738,0.04365788000746289,0.03266760425799846,0.029142810067141738,48554.0,4.0,56.36,11.533880526518384,25.0,50.0,56.0,66.0,75.0,54.95454545454545,11.542322409791291,25.0,49.25,54.5,61.75,75.0,,,,,,,,,,,,,,,,,10862.0,,,,,,,,,,,,,,,,,,,6392.0,,,,5929.0,,,25371.0,,,,,,,,,,,,,,,,48554.0,,,,,,,,,,,,,,,,,0.22370968406310499,,,,,,,,,,,,,,,,,,,0.1316472381266219,,,,0.12211146352514726,,,0.5225316142851258,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.055927421015776246,,,,,,,,,,,,,,,,,,,0.03291180953165548,,,,0.04070382117504909,,,0.03732368673465185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,3.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,3.0,,,11.0,,,,,,,,,,,,,,,
入間市議会議員選挙（2017年03月12日投票）,入間市議会議員選挙,埼玉県,入間市,20170312.0,2017.0,3.0,12.0,20170305.0,39.2,22.0,27.0,1.2272727272727273,123941.0,,,3395.0,任期満了,40.86,,,,入間市議会議員選挙（2017年03月12日投票）,1.0,27.0,22.0,1.2272727272727273,0.0,0.0,0.0,0.25925925925925924,0.2727272727272727,0.6296296296296297,0.37037037037037035,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7280210748792637,0.2719789251207364,,0.042824769110544926,0.02719789251207364,,47863.998999999996,5.0,52.370370370370374,12.763223057903074,25.0,44.5,54.0,59.5,79.0,54.27272727272727,12.147509352582299,25.0,51.25,57.0,59.75,79.0,,,,,,,,,,,,,,,,,11039.0,,,,,,,,,,,,,,,,,,,7055.655,,,,4107.0,3425.0,,22237.344,,,,,,,,,,,,,,,,47863.998999999996,,,,,,,,,,,,,,,,,0.23063263059152248,,,,,,,,,,,,,,,,,,,0.14741047859373388,,,,0.08580561770444631,0.0715569127435424,,0.46459436036675505,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.05765815764788062,,,,,,,,,,,,,,,,,,,0.03685261964843347,,,,0.042902808852223154,0.023852304247847466,,0.03318531145476822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,3.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,1.0,2.0,,11.0,,,,,,,,,,,,,,,
