,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_　,得票数_かしま志民党,得票数_つくば　維新の会,得票数_つくば・市民ネットワーク,得票数_とりで生活者ネットワーク,得票数_みんなの党,得票数_公明党,得票数_再建党,得票数_国民民主党,得票数_幸福実現党,得票数_新党もりや,得票数_新社会党,得票数_日本共産党,得票数_日本維新の会,得票数_明るい平和と立憲取手民主市民連合会,得票数_東海第2原発の再稼働を止める会 ,得票数_民主党,得票数_民進党,得票数_消費税を廃止する市民の党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_２１世紀倶楽部,得票数_sum_v,得票率_NHKから国民を守る党,得票率_　,得票率_かしま志民党,得票率_つくば　維新の会,得票率_つくば・市民ネットワーク,得票率_とりで生活者ネットワーク,得票率_みんなの党,得票率_公明党,得票率_再建党,得票率_国民民主党,得票率_幸福実現党,得票率_新党もりや,得票率_新社会党,得票率_日本共産党,得票率_日本維新の会,得票率_明るい平和と立憲取手民主市民連合会,得票率_東海第2原発の再稼働を止める会 ,得票率_民主党,得票率_民進党,得票率_消費税を廃止する市民の党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_２１世紀倶楽部,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_　,一人あたり得票率_かしま志民党,一人あたり得票率_つくば　維新の会,一人あたり得票率_つくば・市民ネットワーク,一人あたり得票率_とりで生活者ネットワーク,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_再建党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新党もりや,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_明るい平和と立憲取手民主市民連合会,一人あたり得票率_東海第2原発の再稼働を止める会 ,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_消費税を廃止する市民の党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,一人あたり得票率_２１世紀倶楽部,立候補者数_NHKから国民を守る党,立候補者数_　,立候補者数_かしま志民党,立候補者数_つくば　維新の会,立候補者数_つくば・市民ネットワーク,立候補者数_とりで生活者ネットワーク,立候補者数_みんなの党,立候補者数_公明党,立候補者数_再建党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新党もりや,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_明るい平和と立憲取手民主市民連合会,立候補者数_東海第2原発の再稼働を止める会 ,立候補者数_民主党,立候補者数_民進党,立候補者数_消費税を廃止する市民の党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,立候補者数_２１世紀倶楽部,当選者数_NHKから国民を守る党,当選者数_　,当選者数_かしま志民党,当選者数_つくば　維新の会,当選者数_つくば・市民ネットワーク,当選者数_とりで生活者ネットワーク,当選者数_みんなの党,当選者数_公明党,当選者数_再建党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新党もりや,当選者数_新社会党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_明るい平和と立憲取手民主市民連合会,当選者数_東海第2原発の再稼働を止める会 ,当選者数_民主党,当選者数_民進党,当選者数_消費税を廃止する市民の党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党,当選者数_２１世紀倶楽部
古河市議会議員選挙（2011年04月24日投票）,古河市議会議員選挙,茨城県,古河市,20110424.0,2011.0,4.0,24.0,20110417.0,54.4,28.0,31.0,1.1071428571428572,116907.0,,,481.0,任期満了,67.5,,,,古河市議会議員選挙（2011年04月24日投票）,1.0,31.0,28.0,1.1071428571428572,0.0,0.0,0.0,0.12903225806451613,0.07142857142857142,0.7741935483870968,0.16129032258064516,0.06451612903225806,0.7857142857142857,0.17857142857142858,0.03571428571428571,0.7947549949453043,0.14172892086825803,0.06351608418643762,0.033114791456054345,0.028345784173651606,0.03175804209321881,62802.99,3.0,,,,,,,,,,,,,,,,,,,,,,10146.26,,,,,,2864.0,,,,,,,49792.729999999996,,,,,,62802.99,,,,,,,,0.16155695771809592,,,,,,0.0456029243193676,,,,,,,0.7928401179625365,,,,,,1.0,,,,,,,,0.032311391543619186,,,,,,0.0228014621596838,,,,,,,0.033035004915105685,,,,,,,,,,,,,5.0,,,,,,2.0,,,,,,,24.0,,,,,,,,,,,,,5.0,,,,,,1.0,,,,,,,22.0,,,,,
古河市議会議員選挙（2015年04月26日投票）,古河市議会議員選挙,茨城県,古河市,20150426.0,2015.0,4.0,26.0,20150419.0,51.48,24.0,34.0,1.4166666666666667,,,,,任期満了,54.4,,,,古河市議会議員選挙（2015年04月26日投票）,1.0,34.0,24.0,1.4166666666666667,0.0,0.0,0.0,0.029411764705882353,0.041666666666666664,0.6764705882352942,0.3235294117647059,0.0,0.9166666666666666,0.08333333333333333,0.0,0.8329681244956475,0.16703187550435253,,0.03621600541285424,0.01518471595494114,,58874.990000000005,3.0,57.029411764705884,13.136131792788493,30.0,47.0,62.5,65.75,76.0,59.791666666666664,11.618875328055159,30.0,58.25,63.5,66.25,76.0,,,,,,,,10007.52,,,,,,2499.0,,,,,,,46368.47,,,,,,58874.990000000005,,,,,,,,0.1699791371514458,,,,,,0.04244586708210056,,,,,,,0.7875749957664536,,,,,,1.0,,,,,,,,0.04249478428786145,,,,,,0.04244586708210056,,,,,,,0.027157758474705296,,,,,,,,,,,,,4.0,,,,,,1.0,,,,,,,29.0,,,,,,,,,,,,,4.0,,,,,,1.0,,,,,,,19.0,,,,,
古河市議会議員選挙（2019年04月21日投票）,古河市議会議員選挙,茨城県,古河市,20190421.0,2019.0,4.0,21.0,20190414.0,44.47,24.0,27.0,1.125,117712.0,,,,任期満了,51.48,,,,古河市議会議員選挙（2019年04月21日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.7037037037037037,0.2222222222222222,0.07407407407407407,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.7949072596045226,0.15427980620462986,0.05081293419084768,0.04183722418971172,0.025713301034104977,0.02540646709542384,51541.994999999995,4.0,61.629629629629626,10.267345389354897,35.0,56.0,66.0,68.0,78.0,61.375,10.254318196090205,35.0,55.5,66.5,68.0,73.0,,,,,,,,9708.998,,,932.0,,,2141.101,,,,,,,38759.89599999999,,,,,,51541.994999999995,,,,,,,,0.18837062864951193,,,0.018082342369557098,,,0.04154090271437883,,,,,,,0.752006126266552,,,,,,1.0,,,,,,,,0.04709265716237798,,,0.018082342369557098,,,0.04154090271437883,,,,,,,0.035809815536502476,,,,,,,,,,,,,4.0,,,1.0,,,1.0,,,,,,,21.0,,,,,,,,,,,,,4.0,,,1.0,,,1.0,,,,,,,18.0,,,,,
土浦市議会議員選挙（1999年04月25日投票）,土浦市議会議員選挙,茨城県,土浦市,19990425.0,1999.0,4.0,25.0,19990418.0,57.28,32.0,34.0,1.0625,103196.0,,,,任期満了,,,,,土浦市議会議員選挙（1999年04月25日投票）,1.0,34.0,32.0,1.0625,0.0,0.0,0.0,0.08823529411764706,0.09375,0.7647058823529411,0.23529411764705882,0.0,0.75,0.25,0.0,0.7733086414706852,0.22669135852931482,,0.029742640056564816,0.028336419816164353,,58227.01,5.0,57.05882352941177,11.365430496933358,26.0,50.5,57.0,62.75,83.0,56.84375,11.104923950099794,26.0,51.5,57.0,62.25,83.0,,,,,,,,8684.0,,,,,1303.93,3599.0,,,,,,,42818.08,1822.0,,,,,58227.01,,,,,,,,0.14914040751877866,,,,,0.022393902760935176,0.061809802701529755,,,,,,,0.7353645670626054,0.031291319956150934,,,,,1.0,,,,,,,,0.037285101879694665,,,,,0.022393902760935176,0.030904901350764877,,,,,,,0.028283252579330977,0.031291319956150934,,,,,,,,,,,,4.0,,,,,1.0,2.0,,,,,,,26.0,1.0,,,,,,,,,,,,4.0,,,,,1.0,2.0,,,,,,,24.0,1.0,,,,
土浦市議会議員選挙（2003年04月27日投票）,土浦市議会議員選挙,茨城県,土浦市,20030427.0,2003.0,4.0,27.0,20030420.0,52.2,32.0,36.0,1.125,105462.0,,,2266.0,任期満了,57.28,,,,土浦市議会議員選挙（2003年04月27日投票）,1.0,36.0,32.0,1.125,0.0,0.0,0.0,0.08333333333333333,0.09375,0.75,0.19444444444444445,0.05555555555555555,0.78125,0.15625,0.0625,0.7627356659008877,0.1875661616179385,0.049698172481173856,0.028249469107440285,0.026795165945419783,0.024849086240586928,54006.01,5.0,56.861111111111114,10.680076929024272,30.0,49.75,59.0,63.25,78.0,58.15625,10.109121422631148,30.0,50.0,60.0,64.25,78.0,,,,,,,,10668.7,,,,,993.07,3469.0,,,,,,,37003.24,1872.0,,,,,54006.009999999995,,,,,,,,0.19754653232112504,,,,,0.018388138653457276,0.06423359177987784,,,,,,,0.6851689284211147,0.03466280882442529,,,,,1.0,,,,,,,,0.03950930646422501,,,,,0.018388138653457276,0.03211679588993892,,,,,,,0.025376626978559802,0.03466280882442529,,,,,,,,,,,,5.0,,,,,1.0,2.0,,,,,,,27.0,1.0,,,,,,,,,,,,5.0,,,,,0.0,2.0,,,,,,,24.0,1.0,,,,
土浦市議会議員選挙（2007年04月22日投票）,土浦市議会議員選挙,茨城県,土浦市,20070422.0,2007.0,4.0,22.0,20070415.0,56.88,28.0,42.0,1.5,113912.0,,,8450.0,任期満了,52.2,,,,土浦市議会議員選挙（2007年04月22日投票）,1.0,42.0,28.0,1.5,0.0,0.0,0.0,0.07142857142857142,0.10714285714285714,0.7380952380952381,0.14285714285714285,0.11904761904761904,0.7857142857142857,0.10714285714285714,0.10714285714285714,0.7685399647228122,0.12314001081817073,0.10832002445901716,0.024791611765252006,0.02052333513636179,0.02166400489180343,63910.99,6.0,59.19047619047619,9.294745303096429,34.0,53.25,59.5,65.75,79.0,59.0,8.847921466972585,34.0,53.75,59.0,66.25,73.0,,,,,,,,10083.759999999998,,,,,1493.0,3892.04,,,,1439.0,,,45290.19,1713.0,,,,,63910.990000000005,,,,,,,,0.15777818494127532,,,,,0.02336061450464153,0.0608978205469826,,,,0.022515689398646458,,,0.7086447886349436,0.026802901973510342,,,,,1.0,,,,,,,,0.031555636988255066,,,,,0.02336061450464153,0.0304489102734913,,,,0.022515689398646458,,,0.022145149644841988,0.026802901973510342,,,,,,,,,,,,5.0,,,,,1.0,2.0,,,,1.0,,,32.0,1.0,,,,,,,,,,,,5.0,,,,,1.0,2.0,,,,1.0,,,18.0,1.0,,,,
土浦市議会議員選挙（2011年04月24日投票）,土浦市議会議員選挙,茨城県,土浦市,20110424.0,2011.0,4.0,24.0,20110417.0,47.12,28.0,36.0,1.2857142857142858,115280.0,,,1368.0,任期満了,56.88,,,,土浦市議会議員選挙（2011年04月24日投票）,1.0,36.0,28.0,1.2857142857142858,0.0,0.0,0.0,0.16666666666666666,0.10714285714285714,0.6111111111111112,0.2222222222222222,0.16666666666666666,0.7857142857142857,0.07142857142857142,0.14285714285714285,0.7174738244773275,0.13529458359136054,0.14723159193131194,0.03261244656715125,0.016911822948920067,0.024538598655218655,53401.990000000005,5.0,,,,,,,,,,,,,,,,,,,,,,9830.1,,,,,1533.0,3267.0,,,,1159.0,,,37612.89,,,,,,53401.99,,,,,,,,0.18407740984933335,,,,,0.02870679538346792,0.061177495445394456,,,,0.02170331105638573,,,0.7043349882654186,,,,,,1.0,,,,,,,,0.03681548196986667,,,,,0.02870679538346792,0.030588747722697228,,,,0.02170331105638573,,,0.026086481046867355,,,,,,,,,,,,,5.0,,,,,1.0,2.0,,,,1.0,,,27.0,,,,,,,,,,,,,5.0,,,,,1.0,2.0,,,,1.0,,,19.0,,,,,
土浦市議会議員選挙（2015年04月26日投票）,土浦市議会議員選挙,茨城県,土浦市,20150426.0,2015.0,4.0,26.0,20150419.0,48.43,28.0,40.0,1.4285714285714286,,,,,任期満了,47.12,,,,土浦市議会議員選挙（2015年04月26日投票）,1.0,41.0,28.0,1.4642857142857142,0.0,0.0,0.0,0.12195121951219512,0.07142857142857142,0.5853658536585366,0.36585365853658536,0.04878048780487805,0.75,0.21428571428571427,0.03571428571428571,0.6850917443024745,0.2755940043458954,0.039314251351630115,0.02854548934593644,0.018372933623059695,0.019657125675815058,54663.994,8.0,,,,,,,,63.25,9.061791844253069,44.0,57.0,62.0,71.0,79.0,,,,,,,,8745.923999999999,,,542.0,,1100.0,3605.0,,,706.0,1075.0,,,37858.06999999999,1032.0,,,,,54663.99399999999,,,,,,,,0.15999423679140606,,,0.009915118898922754,,0.020122935034714077,0.06594834618194932,,,0.01291526557682558,0.01966559560210694,,,0.6925595301360526,0.01887897177802266,,,,,1.0,,,,,,,,0.039998559197851516,,,0.009915118898922754,,0.020122935034714077,0.03297417309097466,,,0.01291526557682558,0.01966559560210694,,,0.023085317671201755,0.01887897177802266,,,,,,,,,,,,4.0,,,1.0,,1.0,2.0,,,1.0,1.0,,,30.0,1.0,,,,,,,,,,,,4.0,,,0.0,,0.0,2.0,,,0.0,0.0,,,22.0,0.0,,,,
土浦市議会議員選挙（2019年04月21日投票）,土浦市議会議員選挙,茨城県,土浦市,20190421.0,2019.0,4.0,21.0,20190414.0,43.43,24.0,31.0,1.2916666666666667,116168.0,,,,任期満了,48.43,,,,土浦市議会議員選挙（2019年04月21日投票）,1.0,31.0,24.0,1.2916666666666667,0.0,0.0,0.0,0.0967741935483871,0.125,0.6451612903225806,0.2903225806451613,0.06451612903225806,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.7051911675541431,0.24355364240454697,0.05125519004130999,0.035259558377707154,0.02706151582272744,0.025627595020654995,49633.998,3.0,62.0,10.668010668016002,32.0,55.0,63.0,69.0,81.0,61.291666666666664,10.277317932655821,32.0,55.0,62.5,66.5,77.0,,,,,,,,8670.446,,,,,,3589.0,,,,,,,37374.551999999996,,,,,,49633.99799999999,,,,,,,,0.17468764051608338,,,,,,0.07230930701975691,,,,,,,0.7530030524641598,,,,,,1.0,,,,,,,,0.043671910129020844,,,,,,0.036154653509878454,,,,,,,0.03012012209856639,,,,,,,,,,,,,4.0,,,,,,2.0,,,,,,,25.0,,,,,,,,,,,,,4.0,,,,,,2.0,,,,,,,18.0,,,,,
坂東市議会議員補欠選挙（2009年04月12日投票）,坂東市議会議員補欠選挙,茨城県,坂東市,20090412.0,2009.0,4.0,12.0,20090405.0,無投票,1.0,1.0,1.0,46279.0,,,,その他,,,,,坂東市議会議員補欠選挙（2009年04月12日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
坂東市議会議員選挙（2006年12月10日投票）,坂東市議会議員選挙,茨城県,坂東市,20061210.0,2006.0,12.0,10.0,20061203.0,74.33,26.0,28.0,1.0769230769230769,46022.0,,,,任期満了,,,,,坂東市議会議員選挙（2006年12月10日投票）,1.0,28.0,26.0,1.0769230769230769,0.0,0.0,0.0,0.07142857142857142,0.07692307692307693,0.8571428571428571,0.10714285714285714,0.03571428571428571,0.8461538461538461,0.11538461538461539,0.038461538461538464,0.8464170329017697,0.11979035514906758,0.03379261194916261,0.03526737637090707,0.039930118383022524,0.03379261194916261,33676.0,3.0,59.785714285714285,9.581817389712452,38.0,52.0,61.0,66.25,77.0,59.19230769230769,9.466618398632397,38.0,52.0,61.0,65.75,77.0,,,,,,,,2548.5,,,,,,1339.51,,,,,,,29787.989999999998,,,,,,33676.0,,,,,,,,0.07567704002850695,,,,,,0.03977639862216415,,,,,,,0.8845465613493289,,,,,,1.0,,,,,,,,0.037838520014253474,,,,,,0.03977639862216415,,,,,,,0.03538186245397315,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,25.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,23.0,,,,,
坂東市議会議員選挙（2010年12月12日投票）,坂東市議会議員選挙,茨城県,坂東市,20101212.0,2010.0,12.0,12.0,20101205.0,73.9,22.0,26.0,1.181818181818182,45567.0,,,-455.0,任期満了,74.33,,,,坂東市議会議員選挙（2010年12月12日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.07692307692307693,0.045454545454545456,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.7646224334386794,0.17116096642420747,0.06421660013711322,0.038231121671933974,0.04279024160605187,0.03210830006855661,33052.979999999996,3.0,,,,,,,,,,,,,,,,,,,,,,2560.9300000000003,,,,,,1321.42,,,,,,,29170.630000000005,,,,,,33052.98,,,,,,,,0.07747954949901643,,,,,,0.03997884608286454,,,,,,,0.8825416044181191,,,,,,1.0,,,,,,,,0.03873977474950822,,,,,,0.03997884608286454,,,,,,,0.038371374105135615,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,23.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,19.0,,,,,
坂東市議会議員選挙（2014年12月14日投票）,坂東市議会議員選挙,茨城県,坂東市,20141214.0,2014.0,12.0,14.0,20141207.0,68.99,20.0,24.0,1.2,44773.0,,,-794.0,任期満了,73.9,,,,坂東市議会議員選挙（2014年12月14日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.041666666666666664,0.05,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.9,0.1,0.0,0.8504378272109301,0.11984640559305731,0.02971576719601259,0.04475988564268053,0.02996160139826433,0.02971576719601259,30185.995000000003,3.0,64.16666666666667,8.730533902472532,52.0,58.0,60.0,71.5,85.0,62.8,7.3116345641723655,52.0,58.0,60.0,68.0,79.0,,,,,,,,2397.84,,,,,,1201.0,,,,,,,26587.155000000002,,,,,,30185.995000000003,,,,,,,,0.07943551305829077,,,,,,0.03978666265597672,,,,,,,0.8807778242857325,,,,,,1.0,,,,,,,,0.03971775652914539,,,,,,0.03978666265597672,,,,,,,0.041941801156463454,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,21.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,17.0,,,,,
坂東市議会議員選挙（2018年12月09日投票）,坂東市議会議員選挙,茨城県,坂東市,20181209.0,2018.0,12.0,9.0,20181202.0,63.46,20.0,22.0,1.1,,,,,任期満了,68.99,,,,坂東市議会議員選挙（2018年12月09日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.045454545454545456,0.05,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.75,0.15,0.1,0.7248088438661782,0.20189999684555132,0.0732911592882705,0.045300552741636135,0.05047499921138783,0.03664557964413525,27484.993,3.0,63.31818181818182,11.319277055441804,38.0,58.5,64.0,70.5,83.0,62.55,11.315807527525378,38.0,57.5,64.0,69.5,83.0,,,,,,,,2544.08,,,,,,1065.3,,,,,,,23875.613,,,,,,27484.993000000002,,,,,,,,0.09256251220438731,,,,,,0.03875933313863314,,,,,,,0.8686781546569795,,,,,,1.0,,,,,,,,0.046281256102193656,,,,,,0.03875933313863314,,,,,,,0.04571990287668313,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,19.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,17.0,,,,,
城里町議会議員補欠選挙（2009年02月08日投票）,城里町議会議員補欠選挙,茨城県,城里町,20090208.0,2009.0,2.0,8.0,20090203.0,無投票,1.0,1.0,1.0,18735.0,,,,その他,,,,,城里町議会議員補欠選挙（2009年02月08日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,38.0,0.0,38.0,38.0,38.0,38.0,38.0,38.0,0.0,38.0,38.0,38.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
城里町議会議員補欠選挙（2013年02月17日投票）,城里町議会議員補欠選挙,茨城県,城里町,20130217.0,2013.0,2.0,17.0,20130212.0,64.46,1.0,3.0,3.0,,,,,その他,,,,,城里町議会議員補欠選挙（2013年02月17日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,,0.3333333333333333,10522.0,1.0,55.333333333333336,11.469767022723502,42.0,48.0,54.0,62.0,70.0,70.0,0.0,70.0,70.0,70.0,70.0,70.0,,,,,,,,,,,,,,,,,,,,,10522.0,,,,,,10522.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
城里町議会議員選挙（2006年03月12日投票）,城里町議会議員選挙,茨城県,城里町,20060312.0,2006.0,3.0,12.0,20060307.0,74.34,18.0,22.0,1.2222222222222223,18757.0,,,,解散,,,,,城里町議会議員選挙（2006年03月12日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.045454545454545456,0.05555555555555555,0.0,0.09090909090909091,0.9090909090909091,0.0,0.1111111111111111,0.8888888888888888,,0.10524409429347176,0.8947559057065283,,0.05262204714673588,0.04473779528532641,13748.989999999998,3.0,55.0,10.483753665032907,26.0,52.25,54.5,61.5,73.0,55.77777777777778,10.491030854737856,26.0,52.25,53.5,62.75,73.0,,,,,,,,1181.0,,,,,,345.0,,,,,,,12222.99,,,,,,13748.99,,,,,,,,0.08589721863205951,,,,,,0.025092752267621112,,,,,,,0.8890100291003193,,,,,,1.0,,,,,,,,0.08589721863205951,,,,,,0.025092752267621112,,,,,,,0.044450501455015966,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,20.0,,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,17.0,,,,,
城里町議会議員選挙（2010年02月28日投票）,城里町議会議員選挙,茨城県,城里町,20100228.0,2010.0,2.0,28.0,20100223.0,69.65,16.0,20.0,1.25,18439.0,,,-318.0,任期満了,74.34,,,,城里町議会議員選挙（2010年02月28日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.05,0.0625,0.75,0.15,0.1,0.75,0.1875,0.0625,0.7478107067054477,0.17790268060687053,0.07428661268768179,0.049854047113696516,0.05930089353562351,0.037143306343840894,12721.000000000002,3.0,57.9,8.802840450672726,30.0,53.75,57.5,63.0,74.0,57.1875,8.308269600223623,30.0,56.25,57.5,60.5,68.0,,,,,,,,1236.0,,,,,,,,,,851.0,,,10634.0,,,,,,12721.0,,,,,,,,0.0971621727851584,,,,,,,,,,0.06689725650499175,,,0.8359405707098498,,,,,,1.0,,,,,,,,0.0971621727851584,,,,,,,,,,0.06689725650499175,,,0.04644114281721388,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,18.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,14.0,,,,,
城里町議会議員選挙（2014年03月02日投票）,城里町議会議員選挙,茨城県,城里町,20140302.0,2014.0,3.0,2.0,20140225.0,61.6,16.0,18.0,1.125,,,,,任期満了,69.65,,,,城里町議会議員選挙（2014年03月02日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.8125,0.125,0.0625,0.8071946407268056,0.10002753051298523,0.09277782876020924,0.05765676005191468,0.050013765256492614,0.04638891438010462,10897.0,3.0,60.388888888888886,7.653168471575744,34.0,58.75,61.0,63.0,72.0,60.5625,7.976283203974142,34.0,60.25,61.0,63.25,72.0,,,,,,,,1098.0,,,,,,522.0,,,,,,,9277.0,,,,,,10897.0,,,,,,,,0.10076167752592456,,,,,,0.047903092594292006,,,,,,,0.8513352298797834,,,,,,1.0,,,,,,,,0.10076167752592456,,,,,,0.047903092594292006,,,,,,,0.05320845186748646,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,16.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,14.0,,,,,
城里町議会議員選挙（2018年02月25日投票）,城里町議会議員選挙,茨城県,城里町,20180225.0,2018.0,2.0,25.0,20180220.0,無投票,16.0,16.0,1.0,17459.0,,,,任期満了,61.6,,,,城里町議会議員選挙（2018年02月25日投票）,1.0,16.0,14.0,1.1428571428571428,1.0,1.0,0.0,0.125,0.14285714285714285,0.75,0.25,0.0,0.7857142857142857,0.21428571428571427,0.0,,,,,,,10333.0,0.0,63.375,7.540515565927836,38.0,62.0,64.5,66.25,76.0,63.285714285714285,8.0483234405733,38.0,62.0,64.5,66.75,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
境町議会議員補欠選挙（2014年02月09日投票）,境町議会議員補欠選挙,茨城県,境町,20140209.0,2014.0,2.0,9.0,20140204.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,境町議会議員補欠選挙（2014年02月09日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
